	Term	P-value	trait_efos	trait_category	program_name	trait_reported	Genes	study_id	pmid	-log10(p-value)
19547	HP_0003124	0.2173556013383376	HP_0003124	phenotype	10	High cholesterol	DNAH11;APOB;ZFP91	GCST90038690	PMID:33959723	0.6628291633913126
19548	HP_0000720	0.2177895533668753	HP_0000720	phenotype	25	Mood swings	TCF4;TLR4	NEALE2_1920		0.6619629557277602
19549	EFO_0004285	0.2194287155102067	EFO_0004285	phenotype	37	Urinary albumin excretion	AK5;SHROOM3	GCST006586	PMID:30220432	0.6587065391515304
19550	HP_0003124	0.219522312219662	HP_0003124	phenotype	12	High cholesterol	LDLR;IRF2BP2;HMGA2	GCST90038690	PMID:33959723	0.6585213315429869
19551	HP_0004299	0.2206055810252041	HP_0004299	phenotype	38	Abdominal hernia	ADAMTS16	SAIGE_550		0.656383504689166
19552	EFO_0003924	0.2211657874391475	EFO_0003924	phenotype	8	Blond vs. brown/black hair color	CREB5;LGR4;VGLL4;CD82;ATP1B3	GCST006988	PMID:30531825	0.6552820540199719
19553	HP_0000202	0.2219070247048069	HP_0000202	phenotype	5	Orofacial clefts	NTN1	GCST004051	PMID:28054174	0.6538289494928853
19554	HP_0000202	0.2219070247048069	HP_0000202	phenotype	41	Orofacial clefts	MAFB	GCST004051	PMID:28054174	0.6538289494928853
19555	EFO_0008561	0.2228808376400165	EFO_0008561	phenotype	36	Diaphragmatic hernia	FOXP1	SAIGE_550_2		0.6519272687334938
19556	EFO_0010100	0.2229674165537655	EFO_0010100	phenotype	2	Multisite chronic pain	HSD17B12;CRTAC1	GCST008512	PMID:31194737	0.6517585981393653
19557	EFO_0010100	0.2229674165537655	EFO_0010100	phenotype	2	Multisite chronic pain	HSD17B12;CRTAC1	GCST012332	PMID:33830993	0.6517585981393653
19558	HP_0000023	0.2234003047930944	HP_0000023	phenotype	29	Inguinal hernia	EFEMP1;COL8A1	FINNGEN_R6_K11_HERING		0.6509162386963779
19559	EFO_0009902	0.2236790802649945	EFO_0009902	phenotype	27	Left-handedness	TUBA1A;TUBB3	GCST90013421	PMID:32989287	0.6503746316848548
19560	HP_0002619	0.22611116359038	HP_0002619	phenotype	47	Varicose veins	NFATC2;ITGA6;EDN1	GCST90018939	PMID:34594039	0.6456779950804997
19561	HP_0012594	0.2271214074846395	HP_0012594	phenotype	3	Microalbuminuria	TYRO3	GCST008791	PMID:31511532	0.6437419291255672
19562	HP_0001082	0.2283735126243964	HP_0001082	phenotype	43	Cholecystitis	FOXP1	GCST90018818	PMID:34594039	0.6413542681500601
19563	EFO_0003907	0.2288272998926201	EFO_0003907	phenotype	50	Deep venous thrombosis	TSPAN15	GCST90038615	PMID:33959723	0.640492163946099
19564	EFO_0004847, HP_0000545	0.2292578476777727	EFO_0004847, HP_0000545	phenotype	9	Myopia (age of diagnosis)	SCAF11;NRIP1;FLT1;ZBTB38	GCST006290	PMID:29808027	0.6396757891592759
19565	EFO_0008561	0.2298656572349589	EFO_0008561	phenotype	35	Diaphragmatic hernia	CALD1	SAIGE_550_2		0.6385259090589651
19566	HP_0000539	0.2299114645654039	HP_0000539	phenotype	41	Refractive error	SEPTIN9;CCND1;CAV1;CCDC92;NPC2;LATS2;ADTRP;TOX2;YBX3;RRAS2	GCST010002	PMID:32231278	0.6384393720393287
19567	HP_0012594	0.2302349203254966	HP_0012594	phenotype	6	Microalbuminuria	CASZ1	GCST008791	PMID:31511532	0.6378288051436706
19568	HP_0000175	0.2302948023264356	HP_0000175	phenotype	37	Nonsyndromic cleft palate	FOXF1	GCST009356	PMID:31609978	0.637715863800515
19569	EFO_0003762	0.2310401544180821	EFO_0003762	phenotype	20	Vitamin D insufficiency	UGT2B7	GCST90020244	PMID:34308111	0.6363125338451392
19570	EFO_0003959, HP_0000175	0.2320350612288541	EFO_0003959, HP_0000175	phenotype	59	Nonsyndromic cleft lip with cleft palate	KRT8	GCST004166	PMID:28232668	0.6344463868860573
19571	HP_0003124	0.2326170338042051	HP_0003124	phenotype	17	High cholesterol	MAFB;CCND2;HK1	GCST90038690	PMID:33959723	0.6333584864420031
19572	HP_0000737	0.2335228752102552	HP_0000737	phenotype	55	Irritability	VRK2	NEALE2_1940		0.6316705708109766
19573	HP_0000364	0.2339952943130036	HP_0000364	phenotype	18	Hearing difficulty/problems with background noise	KLF7	NEALE2_2257		0.630792876241332
19574	EFO_0003784	0.234851141188692	EFO_0003784	phenotype	15	Skin colour	EZR;UBC;ZFP36L2;PLAT	NEALE2_1717		0.6292073251518091
19575	EFO_0003784	0.234851141188692	EFO_0003784	phenotype	50	Skin colour	SCD;ZBTB38;VMP1;RAB32	NEALE2_1717		0.6292073251518091
19576	HP_0000202	0.2353990309292547	HP_0000202	phenotype	17	Orofacial clefts	MAFB	GCST004051	PMID:28054174	0.6281953293555558
19577	EFO_0004723	0.2358322914557623	EFO_0004723	phenotype	58	Metabolite levels	TMEM258	GCST001639	PMID:22916037	0.6273967291778056
19578	HP_0000720	0.2371525945004303	HP_0000720	phenotype	47	Mood swings	TCF4;TLR4	NEALE2_1920		0.6249721197110067
19579	HP_0003124	0.2381784004537674	HP_0003124	phenotype	39	High cholesterol	ANGPTL4;MYLIP;GAS6;ABCA1	GCST90038690	PMID:33959723	0.6230976256789023
19580	EFO_0003784	0.2387123403003705	EFO_0003784	phenotype	37	Skin colour	EZR;BNC2;SCD;VMP1	NEALE2_1717		0.6221251294397152
19581	HP_0000720	0.2403941031760683	HP_0000720	phenotype	35	Mood swings	TCF4;AGO2	NEALE2_1920		0.6190761897038404
19582	EFO_0004847, HP_0000545	0.2417708746541701	EFO_0004847, HP_0000545	phenotype	25	Myopia (age of diagnosis)	ADAMTSL1;NTM;CDH13;TJP2	GCST006290	PMID:29808027	0.6165960183587758
19583	HP_0002619	0.2419049049445071	HP_0002619	phenotype	21	Varicose veins	KCNJ2;EDN1	GCST90018939	PMID:34594039	0.6163553256491285
19584	EFO_0003924	0.2438571692941826	EFO_0003924	phenotype	51	Blond vs. brown/black hair color	AKAP12;MBNL1;CDC42BPA;NFIA	GCST006988	PMID:30531825	0.6128644718167938
19585	EFO_0004285	0.2452565126342389	EFO_0004285	phenotype	39	Urinary albumin excretion	ZFP36L1;TCF4	GCST006586	PMID:30220432	0.6103794513748882
19586	EFO_0004285	0.2476154925677863	EFO_0004285	phenotype	25	Urinary albumin excretion	ZFP36L1;TCF4	GCST006586	PMID:30220432	0.6062221862827368
19587	HP_0003124	0.2514794389252133	HP_0003124	phenotype	23	High cholesterol	GAS6;ANGPTL4	GCST90038690	PMID:33959723	0.599497517273479
19588	EFO_0003913	0.2524231571838914	EFO_0003913	phenotype	32	Angina pectoris	PHACTR1;ZNF652	GCST90018793	PMID:34594039	0.5978708056250016
19589	HP_0000202	0.2527246260529034	HP_0000202	phenotype	2	Orofacial clefts	MAFB	GCST004051	PMID:28054174	0.5973524373923143
19590	HP_0100790	0.2542647075305997	HP_0100790	phenotype	59	Hernia	SRPX	FINNGEN_R6_K11_HERNIA		0.5947139166170411
19591	HP_0025267	0.2552785065587037	HP_0025267	phenotype	29	Snoring	SIM1;BDNF	NEALE2_1210		0.5929857495353672
19592	HP_0000540, HP_0000545	0.2556070925671236	HP_0000540, HP_0000545	phenotype	49	Low myopia vs hyperopia	CD55	GCST012400	PMID:33830181	0.592427099574559
19593	EFO_0003913	0.2556563503351033	EFO_0003913	phenotype	51	Angina pectoris	COL4A2;EHBP1L1	GCST90018793	PMID:34594039	0.5923434152150076
19594	EFO_0003762	0.2556626619647166	EFO_0003762	phenotype	17	Vitamin D insufficiency	NADSYN1	GCST90020244	PMID:34308111	0.5923326935095866
19595	EFO_0003766, HP_0002315, HP_0009763	0.2569434980080105	EFO_0003766, HP_0002315, HP_0009763	phenotype	15	Pain (limb, back, neck, head abdominally)	PCDH1	FINNGEN_R6_PAIN		0.5901623677237788
19596	HP_0000364	0.2569434980080105	HP_0000364	phenotype	15	Hearing difficulty/problems with background noise	KLF7	NEALE2_2257		0.5901623677237788
19597	EFO_0003766, HP_0002315, HP_0009763	0.2569434980080105	EFO_0003766, HP_0002315, HP_0009763	phenotype	50	Pain (limb, back, neck, head abdominally)	PCDH1	FINNGEN_R6_PAIN		0.5901623677237788
19598	HP_0000540	0.2585593866344485	HP_0000540	phenotype	37	Hyperopia	TOX	GCST012401	PMID:33830181	0.5874396911560894
19599	HP_0004299	0.2585593866344485	HP_0004299	phenotype	37	Abdominal hernia	EFEMP1	SAIGE_550		0.5874396911560894
19600	HP_0000202	0.2597553922074512	HP_0000202	phenotype	56	Orofacial clefts	SHTN1	GCST004051	PMID:28054174	0.5854354282495737
19601	EFO_0004847, HP_0000545	0.2599224593227417	EFO_0004847, HP_0000545	phenotype	36	Myopia (age of diagnosis)	TCF7L2;NRIP1;ANTXR2;ZBTB38	GCST006290	PMID:29808027	0.5851561924554596
19602	HP_0000364	0.26097745442866	HP_0000364	phenotype	28	Hearing difficulty/problems with background noise	KLF7	NEALE2_2257		0.583397009290636
19603	HP_0000364	0.2617819421636675	HP_0000364	phenotype	48	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.5820603145811181
19604	HP_0000175	0.2626867510454282	HP_0000175	phenotype	35	Nonsyndromic cleft palate	FOXF1	GCST009356	PMID:31609978	0.5805618308795676
19605	HP_0002619	0.262873522892194	HP_0002619	phenotype	46	Varicose veins	CPNE3;RPL22L1	GCST90018939	PMID:34594039	0.5802531546349488
19606	HP_0003124	0.2636996974266772	HP_0003124	phenotype	1	High cholesterol	HMGA2;ZPR1;VEGFA	GCST90038690	PMID:33959723	0.5788903685228336
19607	HP_0000539	0.2643868565199842	HP_0000539	phenotype	12	Refractive error	MAD2L1;KPNA2;MTHFD1L;FOXP1;LCORL;RBMS1;LRRC38;ANKRD28;SNRPF;RUNX1	GCST010002	PMID:32231278	0.5777601387579787
19608	EFO_0004207	0.264615267855465	EFO_0004207	phenotype	28	Myopia (pathological)	NAV3;PTPRN2	GCST001712	PMID:23049088	0.5773851013651321
19609	EFO_0004723	0.2651391974759626	EFO_0004723	phenotype	59	Metabolite levels	TMEM258	GCST001639	PMID:22916037	0.5765260625757818
19610	HP_0000023	0.2651391974759626	HP_0000023	phenotype	59	Inguinal hernia	SRPX	FINNGEN_R6_K11_HERING		0.5765260625757818
19611	EFO_0003959, HP_0000175	0.2662544796212618	EFO_0003959, HP_0000175	phenotype	16	Nonsyndromic cleft lip with cleft palate	KRT8	GCST004166	PMID:28232668	0.5747030766670875
19612	HP_0000540, HP_0000545	0.2662544796212618	HP_0000540, HP_0000545	phenotype	16	Low myopia vs hyperopia	ZMAT4	GCST012400	PMID:33830181	0.5747030766670875
19613	EFO_0003762	0.2666159256128206	EFO_0003762	phenotype	24	Vitamin D insufficiency	ALDH1A2	GCST90020244	PMID:34308111	0.5741139126896089
19614	HP_0002140	0.266937558403266	HP_0002140	phenotype	20	Ischemic stroke	ZCCHC14	GCST005843	PMID:29531354	0.5735903162098046
19615	EFO_0007887	0.2673202768835335	EFO_0007887	phenotype	27	Photic sneeze reflex	ENOX1;CAMTA1	GCST003992	PMID:27182965	0.5729680977169496
19616	HP_0001082	0.2683335546352213	HP_0001082	phenotype	12	Cholecystitis	FOXP1	GCST90018818	PMID:34594039	0.5713250161773251
19617	EFO_0004285	0.2688951620410621	EFO_0004285	phenotype	47	Urinary albumin excretion	TCF4;AHR	GCST006586	PMID:30220432	0.5704170115281739
19618	EFO_0003784	0.2701209197779505	EFO_0003784	phenotype	27	Skin colour	EZR;PLAT;SCD;TUBB3	NEALE2_1717		0.5684417801505506
19619	EFO_0004285	0.2712631561570852	EFO_0004285	phenotype	29	Urinary albumin excretion	ZFP36L1;TCF4	GCST006586	PMID:30220432	0.5666091895199372
19620	HP_0000540	0.2713761954683021	HP_0000540	phenotype	27	Hyperopia	TOX	GCST012401	PMID:33830181	0.5664282503762399
19621	HP_0004299	0.2713761954683021	HP_0004299	phenotype	27	Abdominal hernia	AIG1	SAIGE_550		0.5664282503762399
19622	HP_0000364	0.272170768864738	HP_0000364	phenotype	9	Hearing difficulty/problems with background noise	KLF7	NEALE2_2257		0.5651585198469999
19623	EFO_0004285	0.2724472945657215	EFO_0004285	phenotype	35	Urinary albumin excretion	ZFP36L1;TCF4	GCST006586	PMID:30220432	0.5647175003347009
19624	HP_0000202	0.2726547730884133	HP_0000202	phenotype	31	Orofacial clefts	SHTN1	GCST004051	PMID:28054174	0.5643868951610398
19625	EFO_0003959, HP_0000175	0.2732726528829514	EFO_0003959, HP_0000175	phenotype	55	Nonsyndromic cleft lip with cleft palate	KRT8	GCST004166	PMID:28232668	0.5634038271301598
19626	EFO_0003922	0.2738714202967692	EFO_0003922	phenotype	57	Had menopause	GSPT1	NEALE2_2724		0.5624532859461452
19627	HP_0000964	0.2738797058954749	HP_0000964	phenotype	29	Eczema	FOXO1;ACVRL1;SMAD3;TLE4;ZNF217;SERTAD2;MYC	GCST007075	PMID:30595370	0.5624401471696996
19628	HP_0003124	0.2746446645748213	HP_0003124	phenotype	47	High cholesterol	IRF2BP2;LIPG;MYLIP;NOS3	GCST90038690	PMID:33959723	0.5612288334466302
19629	EFO_0003766, HP_0002315, HP_0009763	0.2761322739864324	EFO_0003766, HP_0002315, HP_0009763	phenotype	39	Pain (limb, back, neck, head abdominally)	CPQ	FINNGEN_R6_PAIN		0.5588828306114633
19630	HP_0000364	0.2761322739864324	HP_0000364	phenotype	39	Hearing difficulty/problems with background noise	KALRN	NEALE2_2257		0.5588828306114633
19631	EFO_0003913	0.2766985849866083	EFO_0003913	phenotype	31	Angina pectoris	COL4A2;CDH13	GCST90018793	PMID:34594039	0.5579930617989799
19632	HP_0011141	0.276845814614849	HP_0011141	phenotype	43	Senile cataract	MMAB	FINNGEN_R6_H7_CATARACTSENILE		0.5577620378136541
19633	EFO_0004723	0.2773688066074402	EFO_0004723	phenotype	23	Metabolite levels	TMEM258	GCST001639	PMID:22916037	0.5569423820514816
19634	EFO_0003924	0.2775193439850484	EFO_0003924	phenotype	52	Blond vs. brown/black hair color	DNAJC8;RALY	GCST006988	PMID:30531825	0.5567067397731249
19635	HP_0000364	0.2777115853958085	HP_0000364	phenotype	25	Hearing difficulty/problems with background noise	KALRN	NEALE2_2257		0.5564060022500343
19636	EFO_0006928	0.2787823122518417	EFO_0006928	phenotype	16	Motion sickness	TUSC1	GCST002759	PMID:25628336	0.5547347841432725
19637	HP_0000131	0.2787823122518417	HP_0000131	phenotype	16	Leiomyoma of uterus (controls excluding all cancers)	TERT	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.5547347841432725
19638	HP_0002315	0.2787823122518417	HP_0002315	phenotype	16	Headache	MYO1H	GCST005337	PMID:29397368	0.5547347841432725
19639	HP_0100790	0.2796572781423499	HP_0100790	phenotype	49	Hernia	SRPX	FINNGEN_R6_K11_HERNIA		0.5533738735789666
19640	HP_0000155	0.2822249820229673	HP_0000155	phenotype	52	Mouth ulcers	GSDMD	GCST007839	PMID:30837455	0.5494045459519181
19641	EFO_0007887	0.2833144362054092	EFO_0007887	phenotype	58	Photic sneeze reflex	CAMTA1	GCST003992	PMID:27182965	0.5477312955656405
19642	HP_0000202	0.2834112308206127	HP_0000202	phenotype	18	Orofacial clefts	MAFB	GCST004051	PMID:28054174	0.5475829438317577
19643	HP_0012594	0.2834112308206127	HP_0012594	phenotype	18	Microalbuminuria	TRIB1	GCST008791	PMID:31511532	0.5475829438317577
19644	EFO_0003762	0.2838366952684866	EFO_0003762	phenotype	14	Vitamin D insufficiency	PADI1	GCST90020244	PMID:34308111	0.5469314583415175
19645	EFO_0003762	0.2849006872123072	EFO_0003762	phenotype	13	Vitamin D insufficiency	NADSYN1	GCST90020244	PMID:34308111	0.5453065031924187
19646	HP_0000364	0.285563004058537	HP_0000364	phenotype	36	Hearing difficulty/problems with background noise	AGO2	NEALE2_2257		0.5442980580092003
19647	HP_0000737	0.2869549845043965	HP_0000737	phenotype	54	Irritability	ALCAM	NEALE2_1940		0.5421862270105822
19648	EFO_0003784	0.2877754498737671	EFO_0003784	phenotype	44	Skin colour	PLAT;SCD;ATP1B3	NEALE2_1717		0.5409462584853311
19649	HP_0000539	0.2882529543607521	HP_0000539	phenotype	45	Refractive error	ATM;PEAK1;DDX5;COL5A1;UTRN;LATS2;CLU;PTBP1;ZMAT3	GCST010002	PMID:32231278	0.5402262328415999
19650	HP_0002140	0.2883995569233488	HP_0002140	phenotype	6	Ischemic stroke	CASZ1	GCST005843	PMID:29531354	0.5400054111713759
19651	HP_0000539	0.2909305106847083	HP_0000539	phenotype	32	Refractive error	TSC22D2;ARID2;ZNF516;FOXP1;BMPR1A;CD47;NFIA;CTNNB1;EZR;ANKRD28;ANKRD10	GCST010002	PMID:32231278	0.5362107307049209
19652	HP_0100790	0.2910978645186566	HP_0100790	phenotype	16	Hernia	LRRK1	FINNGEN_R6_K11_HERNIA		0.5359609805150382
19653	HP_0000023	0.2913917102903199	HP_0000023	phenotype	49	Inguinal hernia	SRPX	FINNGEN_R6_K11_HERING		0.5355228074952678
19654	HP_0001082	0.2916191493159891	HP_0001082	phenotype	1	Cholecystitis	FOXP1	GCST90018818	PMID:34594039	0.5351839612552679
19655	EFO_0003766, HP_0002315, HP_0009763	0.2917902680693738	EFO_0003766, HP_0002315, HP_0009763	phenotype	47	Pain (limb, back, neck, head abdominally)	L3MBTL3	FINNGEN_R6_PAIN		0.5349291970013437
19656	EFO_0004207	0.2924543914628475	EFO_0004207	phenotype	58	Myopia (pathological)	PTPRN2	GCST001712	PMID:23049088	0.5339418529337141
19657	EFO_0003784	0.2926645826475225	EFO_0003784	phenotype	24	Skin colour	TENT5A;UBC;GORAB	NEALE2_1717		0.5336298313462602
19658	EFO_0003766, HP_0002315, HP_0009763	0.2933396428380314	EFO_0003766, HP_0002315, HP_0009763	phenotype	29	Pain (limb, back, neck, head abdominally)	HIVEP1	FINNGEN_R6_PAIN		0.5326292411367526
19659	EFO_0003924	0.2939445360964424	EFO_0003924	phenotype	54	Blond vs. brown/black hair color	EZR;DNAJC8;CCDC34	GCST006988	PMID:30531825	0.5317346081580734
19660	EFO_0010130	0.294094897315298	EFO_0010130	phenotype	11	Participation in an health questionnaire (not invited vs invited)	JADE2	GCST90012794	PMID:33563987	0.5315125106409544
19661	HP_0011141	0.294094897315298	HP_0011141	phenotype	11	Senile cataract	DYNLRB2	FINNGEN_R6_H7_CATARACTSENILE		0.5315125106409544
19662	HP_0000364	0.2941132173943117	HP_0000364	phenotype	35	Hearing difficulty/problems with background noise	AGO2	NEALE2_2257		0.5314854579396152
19663	HP_0002140	0.2946006225143232	HP_0002140	phenotype	17	Ischemic stroke	TWIST1	GCST005843	PMID:29531354	0.5307663397939656
19664	HP_0000964	0.2976203597771564	HP_0000964	phenotype	50	Eczema	ACVRL1;SMG6;SPSB1;ZBTB38;ITGB8;TBL1XR1	GCST007075	PMID:30595370	0.5263373626542975
19665	HP_0000539	0.2993159297742397	HP_0000539	phenotype	20	Refractive error	TENT5A;BMP2;LOXL1;ROBO1;NRIP1;MAP1LC3B;WWOX;LRRC38;APOE	GCST010002	PMID:32231278	0.5238701691305695
19666	HP_0000964	0.2994313466639574	HP_0000964	phenotype	32	Eczema	ZNF652;CD47;DNMT3A;FOSL2;TBL1XR1	GCST007075	PMID:30595370	0.5237027364893996
19667	HP_0011141	0.3011680378926283	HP_0011141	phenotype	20	Senile cataract	LOXL1	FINNGEN_R6_H7_CATARACTSENILE		0.5211911204640636
19668	HP_0001082	0.3030053777240672	HP_0001082	phenotype	51	Cholecystitis	LRBA	GCST90018818	PMID:34594039	0.5185496635928694
19669	HP_0000023	0.3032047060337083	HP_0000023	phenotype	16	Inguinal hernia	LRRK1	FINNGEN_R6_K11_HERING		0.518264062312378
19670	EFO_0007887	0.3044502467361865	EFO_0007887	phenotype	35	Photic sneeze reflex	MEF2C;PCDH9	GCST003992	PMID:27182965	0.5164836696432216
19671	EFO_0003784	0.3049145941394633	EFO_0003784	phenotype	19	Skin colour	UBC;SCD;RAB32	NEALE2_1717		0.5158217884829206
19672	EFO_0003924	0.3061782146329921	EFO_0003924	phenotype	26	Blond vs. brown/black hair color	AKAP1;ZFP36L1;NFIA	GCST006988	PMID:30531825	0.5140257137072105
19673	EFO_0010130	0.3067788644216772	EFO_0010130	phenotype	21	Participation in an health questionnaire (not invited vs invited)	FNIP2	GCST90012794	PMID:33563987	0.5131745644793367
19674	HP_0000539	0.3082109217998626	HP_0000539	phenotype	9	Refractive error	FLT1;ITPR2;PTPRF;NIN;NRIP1;FBN1;BIRC6;PEAK1;ZBTB38;SEMA3A;UTRN;ANK3;CPSF2;FBN2	GCST010002	PMID:32231278	0.5111519756326219
19675	HP_0002619	0.3086597624933869	HP_0002619	phenotype	2	Varicose veins	KCNJ2;POSTN	GCST90018939	PMID:34594039	0.5105199823289556
19676	EFO_0003922	0.3097828348863318	EFO_0003922	phenotype	22	Had menopause	GSPT1	NEALE2_2724		0.5089426502329683
19677	EFO_0004723	0.3109755815075563	EFO_0004723	phenotype	55	Metabolite levels	TMEM258	GCST001639	PMID:22916037	0.5072737114003993
19678	HP_0001082	0.3119932978611551	HP_0001082	phenotype	38	Cholecystitis	FOXP1	GCST90018818	PMID:34594039	0.5058547352545715
19679	HP_0012594	0.3120232519413484	HP_0012594	phenotype	37	Microalbuminuria	SHROOM3	GCST008791	PMID:31511532	0.505813041194526
19680	EFO_0009902	0.3142947006431486	EFO_0009902	phenotype	49	Left-handedness	TUBA1A	GCST90013421	PMID:32989287	0.5026629416067944
19681	HP_0000202	0.3148271206073528	HP_0000202	phenotype	28	Orofacial clefts	SPRY2	GCST004051	PMID:28054174	0.5019278626446574
19682	EFO_0010100	0.3155916688301797	EFO_0010100	phenotype	37	Multisite chronic pain	HSD17B12;AFF3	GCST008512	PMID:31194737	0.5008744700660323
19683	EFO_0010100	0.3155916688301797	EFO_0010100	phenotype	37	Multisite chronic pain	HSD17B12;AFF3	GCST012332	PMID:33830993	0.5008744700660323
19684	EFO_0004285	0.3189608644115849	EFO_0004285	phenotype	57	Urinary albumin excretion	AK5	GCST006586	PMID:30220432	0.4962626003683836
19685	HP_0002619	0.3219527956144615	HP_0002619	phenotype	56	Varicose veins	CPNE3;TMEM87B	GCST90018939	PMID:34594039	0.49220779944384685
19686	EFO_0003784	0.3221085543516023	EFO_0003784	phenotype	32	Skin colour	EZR;FOSL2;VMP1	NEALE2_1717		0.49199774131391627
19687	EFO_0003784	0.3229640088840488	EFO_0003784	phenotype	16	Skin colour	VMP1;MED13L	NEALE2_1717		0.49084587275858116
19688	HP_0000737	0.324725034299242	HP_0000737	phenotype	6	Irritability	NPTX1	NEALE2_1940		0.488484228654823
19689	EFO_0009902	0.3268062384233197	EFO_0009902	phenotype	16	Left-handedness	TUBB4A	GCST90013421	PMID:32989287	0.48570966178783437
19690	HP_0000202	0.3268587566736945	HP_0000202	phenotype	27	Orofacial clefts	SPRY2	GCST004051	PMID:28054174	0.48563987562349287
19691	EFO_0003784	0.3270261084967824	EFO_0003784	phenotype	51	Skin colour	SCD;VMP1;MED13L	NEALE2_1717		0.48541757356769755
19692	HP_0002140	0.32723314322705	HP_0002140	phenotype	13	Ischemic stroke	CDKN2B	GCST005843	PMID:29531354	0.48514271602863535
19693	HP_0002619	0.3276342698331137	HP_0002619	phenotype	13	Varicose veins	UBE2H;KCNJ2	GCST90018939	PMID:34594039	0.4846106782760431
19694	EFO_0004279	0.3283022981394414	EFO_0004279	phenotype	42	Low tan response	RALY	GCST005897	PMID:29739929	0.48372607716775173
19695	EFO_0006928	0.3283022981394414	EFO_0006928	phenotype	42	Motion sickness	GPD2	GCST002759	PMID:25628336	0.48372607716775173
19696	EFO_0003784	0.328713890332058	EFO_0003784	phenotype	35	Skin colour	FOSL2;ERRFI1;ZBTB38;VMP1	NEALE2_1717		0.48318194372152
19697	EFO_0004723	0.3300433039976908	EFO_0004723	phenotype	7	Metabolite levels	TMEM258	GCST001639	PMID:22916037	0.4814290738996797
19698	EFO_0007887	0.3312441002204093	EFO_0007887	phenotype	23	Photic sneeze reflex	CAMTA1	GCST003992	PMID:27182965	0.47985184819336535
19699	EFO_0003784	0.3319443868053226	EFO_0003784	phenotype	14	Skin colour	MC1R;EPHA4;JADE2	NEALE2_1717		0.4789346708944086
19700	HP_0002140	0.3331210627299857	HP_0002140	phenotype	38	Ischemic stroke	TBX3	GCST005843	PMID:29531354	0.47739790667174226
