Term	FDR q-val	trait_efos	trait_category	program_name	trait_reported	Lead_genes	study_id	pmid	-log10(p-value)
EFO_0003923	1.0	EFO_0003923	measurement	7	Total body bone mineral density [European]	CCDC34;SMG6;IQCH;TCF7L1	GCST005348_2	PMID:29304378	0.0
EFO_0009933	1.0	EFO_0009933	measurement	7	Medication use (thyroid preparations)	POU5F1B;STK25;SLC25A37;SASH1	GCST90018990	PMID:34594039	0.0
EFO_0007994	1.0	EFO_0007994	measurement	7	Neutrophil percentage of granulocytes	STAT1;STEAP1B;CD200;CARD11;ACVR2A;IRAK2;CD302;ID2;JAK1;LYST	GCST004623	PMID:27863252	0.0
EFO_0004784, EFO_0008354	1.0	EFO_0004784, EFO_0008354	measurement	7	Cognitive aspects of educational attainment	NREP;CALN1;SCMH1;FOXP1;TSHZ3;SLC35D2;NEGR1;FOXO3	GCST90011875	PMID:33414549	0.0
EFO_0004736	1.0	EFO_0004736	measurement	7	Aspartate aminotransferase levels	STEAP1B;DUSP6;SHROOM3;L3MBTL3;SPRY2;CTSH;BACH1;FAM227B;TCF7L1;PIK3AP1	GCST90018944	PMID:34594039	0.0
EFO_0009700	1.0	EFO_0009700	measurement	7	Ebbinghaus illusion (underestimation)	UBC;GABRB3;FARP1;PBX1;PDE4DIP;CPAMD8	GCST011567	PMID:32939015	0.0
EFO_0009700	1.0	EFO_0009700	measurement	7	Ebbinghaus illusion (overestimation)	UBC;GABRB3;FARP1;PBX1;PDE4DIP;CPAMD8	GCST011568	PMID:32939015	0.0
EFO_0004631	1.0	EFO_0004631	measurement	7	Serum 25-Hydroxyvitamin D levels	CUX2;PPP1R3B	GCST90000618	PMID:32242144	0.0
EFO_0004617	1.0	EFO_0004617	measurement	7	Cystatin C levels	CCDC34;PHGDH;STEAP1B;TPM1;SLC20A2;PLPP3;ADK;NEXN;SMG6;SNX8;RBM47;SHROOM3;PDE1A;CENPF;FARP1;KRT18;NKAIN1;LPIN1;FGD5;ATG7;PRICKLE1;SPRED2;CD302;MSI2;GIPC2;GCAT;LNPK;PDLIM1;MAP7;RAD51B;ABCC6	GCST90025945	PMID:34226706	0.0
EFO_0006312	1.0	EFO_0006312	measurement	7	Mitochondrial DNA copy number	SLC25A5;OVOL2;PPP1R3B;CDK6	GCST90026371	PMID:35023831	0.0
EFO_0007822	1.0	EFO_0007822	measurement	7	Hair color	CCDC34;ETV1;SOX2;AKAP12;DDB2;DUSP6;CCND1;SHROOM3;SASH1;PPP1R3B;L3MBTL3	GCST007082	PMID:30595370	0.0
EFO_0004615	1.0	EFO_0004615	measurement	7	Apolipoprotein B levels	RCN1;RBM47;PPP1R3B;L3MBTL3;HK1;CMIP;LDAH;FAM227B;EHBP1;ST3GAL4	GCST010243	PMID:32203549	0.0
EFO_0010701	1.0	EFO_0010701	measurement	7	Mean reticulocyte volume	SRSF3;PHGDH;HMGA1;PCBP1;HELLS;HMGB1;LYN;THG1L;TPX2;MCM4;NREP;HK1;PBX1;MAP3K5;FOXP1;SPIDR;AURKA;MDM2;ZHX2;CCND2;SPRED2;CCND3;STK17A;DLGAP1;TYMS	GCST90025975	PMID:34226706	0.0
EFO_0007996	1.0	EFO_0007996	measurement	7	Eosinophil percentage of granulocytes	STAT1;STEAP1B;CD200;CARD11;IRAK2;ID2;JAK1	GCST004617	PMID:27863252	0.0
EFO_0004314	1.0	EFO_0004314	measurement	7	FEV1	HMGA1;DCBLD2;PPP1R3B;WWOX;SCMH1;VRTN;FOXP1;TSHZ3;SPRED2;ADAMTS19;ID2;SUGCT;ANKS1A	GCST007432	PMID:30804560	0.0
EFO_0010934	1.0	EFO_0010934	measurement	7	Aspartate aminotransferase to alanine aminotransferase ratio	CCND1;PPP1R3B;CDK6;SPINT2;ATP8B1	GCST90019498	PMID:33462484	0.0
EFO_0004344	1.0	EFO_0004344	measurement	7	Birth weight	STAT1;STEAP1B;CCND1;L3MBTL3;INSR;MSI2;FKBP5;ATP8B1	GCST008362	PMID:31043758	0.0
EFO_0004535	1.0	EFO_0004535	measurement	7	Serum albumin levels	STEAP1B;NREP;SLC12A2;RAB31;SHROOM3;PPP1R3B;ENDOG;MAP4K3;TRAF3;IQCH	GCST90018945	PMID:34594039	0.0
EFO_0004784	1.0	EFO_0004784	measurement	7	Educational attainment (years of education)	ATP5MC3;ETV1;SLC20A2;FOXN3;DUSP6;ZNF423;CALN1;PTPRF;CAMK1D;LARGE1;PDE1A;WWOX;MAGI1;SCMH1;SYCE2;CAMKMT;FARP1;OLFM2;PHF21A;FOXP1;BCHE;SLC35D2;BNIP3;NEGR1;ACVR2A;SPRED2;MSI2;GIPC2;CSMD1;MEGF9;BACE2;SYT17;ZFHX4	GCST006442	PMID:30038396	0.0
EFO_0004462	1.0	EFO_0004462	measurement	7	PR interval	FERMT2;NREP;FHL2;DSP;SMYD3;SIPA1L1;FOXP1;NR3C1	GCST010321	PMID:32439900	0.0
EFO_0004574	1.0	EFO_0004574	measurement	7	Total cholesterol levels	PPP1R3B;HK1;BMPR1A;VIM;ST3GAL4	GCST90018974	PMID:34594039	0.0
EFO_0004302	1.0	EFO_0004302	measurement	7	Height	IGFBP4;EFR3B;L3MBTL3;SCMH1;SLC35D2	GCST001956	PMID:23563607	0.0
EFO_0004518	1.0	EFO_0004518	measurement	7	Serum creatinine levels	RPL21;ADK;RBM47;SHROOM3;PDE1A;PPP1R3B;STAG1;CCDC122;KRT18;SVIL;TSPAN33;CRMP1;FOXO3;PRKCZ;RRAGD;GRHL2	GCST90018979	PMID:34594039	0.0
EFO_0009718	1.0	EFO_0009718	measurement	7	Peak expiratory flow	SSH2;MTHFD1L;EPC1;WWOX;GNA12;EFHC1;ID2;FAM13A	GCST007430	PMID:30804560	0.0
EFO_0009389	1.0	EFO_0009389	measurement	7	Sum eosinophil basophil counts	STAT1;STEAP1B;CD200;IFITM2;CARD11;ACVR2A;IRAK2;CCND2;CDK6;ID2;JAK1;PTEN	GCST004624	PMID:27863252	0.0
EFO_0007680	1.0	EFO_0007680	measurement	7	Walking pace	CTBP2;FHL2;IGSF3;FOXP1	GCST011122	PMID:33128006	0.0
EFO_0004536	1.0	EFO_0004536	measurement	7	Serum total protein level	NREP;DUSP6;ASCC3;IFITM2;ST6GAL1;SLC12A2;RBM47;IQGAP2;STAG1;MAP3K5;TRAF3;CCND3;HSP90B1;TCF7L1;TCF7L2	GCST90018976	PMID:34594039	0.0
EFO_0004832	1.0	EFO_0004832	measurement	7	Optic disc size	MAP2K6;FILIP1L;NAV1;PDZD2;FOXP1;ARHGEF10;CLVS1;KIF6	GCST009462	PMID:31809533	0.0
EFO_0007789	1.0	EFO_0007789	measurement	7	A body shape index	POU5F1B;ZNF423;MAP2K6;SLC12A2;PPP1R3B;L3MBTL3;PBX1;CMIP;XKR6;INSR	GCST90020024	PMID:34021172	0.0
EFO_0004532	1.0	EFO_0004532	measurement	7	Gamma glutamyl transpeptidase	ACTG1;HMGB1;ENAH;CCND1;IQGAP2;PPP1R3B;L3MBTL3;MACROD1;NFE2L3;SH3PXD2B;FSIP1;CDK6;FOXO3;PARVB;PIK3AP1	GCST90018954	PMID:34594039	0.0
EFO_0004696	1.0	EFO_0004696	measurement	7	Sex hormone-binding globulin levels	ACTG1;MIF;HMMR;SLC20A2;FOXN3;IPO11;CCND1;MIXL1;SMG6;SLC25A37;SLC12A2;CUX2;PPP1R3B;L3MBTL3;RAB30;CMIP;INSR;ACVR2A;CCND2;CDK6;ZNF316;CROT;RNF145;SOBP;FAM13A;TCF7L2;ABCC6	GCST90025958	PMID:34226706	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [Brain stem]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [left amygdala]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_10	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [left cerebellum exterior]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_14	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [left isthmus cingulate]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_24	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [X3rd ventricle]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_3	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [left pallidum]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_30	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [left parahippocampal]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_31	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [left putamen]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_38	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [X4th ventricle]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_4	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [right caudate]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_48	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [right cerebellum exterior]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_49	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [cerebellar vermal lobules I V]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_5	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [right cerebellum white matter]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_50	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [right insula]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_58	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [cerebellar vermal lobules VI VII]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_6	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [right pallidum]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_66	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [cerebellar vermal lobules VIII X]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_7	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [right precuneus]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_74	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [right putamen]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_75	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [total brain volume]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_82	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [white matter]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_83	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	7	Brain region volumes [left accumbens area]	SLC20A2;MSX1;NUAK1;GNA12;STK17A;FOXO3;PRKCZ;FKBP5	GCST009518_9	PMID:31676860	0.0
EFO_0004531	1.0	EFO_0004531	measurement	7	Urate levels	HMGB1;MSX1;PDE1A;MACROD1;CMIP;FSIP1;CENPP;INSR;ACVR2A;FAM13A;TCF7L2;PLA2G4A	GCST008972	PMID:31578528	0.0
EFO_0004531	1.0	EFO_0004531	measurement	7	Urate levels [AA]	HMGB1;MSX1;PDE1A;MACROD1;CMIP;FSIP1;CENPP;INSR;ACVR2A;FAM13A;TCF7L2;PLA2G4A	GCST008972_2	PMID:31578528	0.0
EFO_0004531	1.0	EFO_0004531	measurement	7	Urate levels [East Asian]	HMGB1;MSX1;PDE1A;MACROD1;CMIP;FSIP1;CENPP;INSR;ACVR2A;FAM13A;TCF7L2;PLA2G4A	GCST008972_3	PMID:31578528	0.0
EFO_0008328	1.0	EFO_0008328	measurement	7	Chronotype	ETV1;ORAI2;CTBP2;PITPNC1;CALN1;GNG7;ACYP2;CAMKMT;KAZN;FOXP1;TSHZ3;BNIP3;CSMD1;ESR2	GCST007576	PMID:30696823	0.0
EFO_0004735	1.0	EFO_0004735	measurement	7	Alanine aminotransferase levels	STEAP1B;SHROOM3;PPP1R3B;L3MBTL3;CDK6;SPINT2;FAM227B;FOXO3;PIK3AP1	GCST90018943	PMID:34594039	0.0
EFO_0004346, EFO_0010736	1.0	EFO_0004346, EFO_0010736	measurement	7	Cortical surface area (min-P)	CTBP2;SSH2;SMG6;VCAN;NUAK1;MAGI1	GCST010697	PMID:32665545	0.0
EFO_0004346, EFO_0010736	1.0	EFO_0004346, EFO_0010736	measurement	7	Cortical surface area (MOSTest)	CTBP2;SSH2;SMG6;VCAN;NUAK1;MAGI1	GCST010701	PMID:32665545	0.0
EFO_0004833	1.0	EFO_0004833	measurement	7	Neutrophil count	HELLS;LYN;PLPP3;ZNF423;SSH2;DNASE1;IFITM2;CMIP;MAP3K5;FOXP1;CCND2;GNA12;SPRED2;MSI2;CDK6;EFHC1;ZNF316;PDLIM1;CHSY1;LYST;TBC1D8	GCST90002355	PMID:32888493	0.0
EFO_0004346, EFO_0006930	1.0	EFO_0004346, EFO_0006930	measurement	7	Subcortical volume (min-P)	SLC20A2;CTBP2;MSX1;SCAI;VCAN;NUAK1;CACNB2;FAM107B;GNA12;CDK6;JPH1;FOXO3;PDE8A;MBP	GCST010698	PMID:32665545	0.0
EFO_0004346, EFO_0006930	1.0	EFO_0004346, EFO_0006930	measurement	7	Subcortical volume (MOSTest)	SLC20A2;CTBP2;MSX1;SCAI;VCAN;NUAK1;CACNB2;FAM107B;GNA12;CDK6;JPH1;FOXO3;PDE8A;MBP	GCST010702	PMID:32665545	0.0
EFO_0007991	1.0	EFO_0007991	measurement	7	Eosinophil percentage of white cells	HMGB1;MCM4;DUSP6;CD200;IFITM2;ST6GAL1;RBBP8;PPP1R3B;L3MBTL3;CARD11;CMIP;FOXP1;D2HGDH;CCND2;SPRED2;MSI2;IQCH;CDK6;CALML4;CCND3;SYT17;RAP1GAP2;ID2;JAK1;LYST;FKBP5;PTEN;ARHGAP26;DAP;ATXN7L1	GCST90002382	PMID:32888494	0.0
EFO_0007824	1.0	EFO_0007824	measurement	7	Pattern 1 | hair/balding pattern	SOX2;ZNF423;EPC1;CHN2;SH3PXD2B;TNRC6C;IQCH;ZNRF3;RAD51B;FYN	NEALE2_2395_1		0.0
EFO_0005763	1.0	EFO_0005763	measurement	7	Pulse pressure	TPM1;NBEAL1;PLPP3;CLDN7;ATP1B1;ADK;SMG6;SLC12A2;EFR3B;SHROOM3;LDAH;XKR6;TSHZ3;RRAS;ATG7;INSR;IQCH;FOXO3;STEAP2;COL27A1;TRPM7;ATP2B1	GCST90000061	PMID:33230300	0.0
EFO_0004509	1.0	EFO_0004509	measurement	7	Hemoglobin concentration	PHGDH;TPM1;NREP;SLC20A2;SLC25A37;SHROOM3;PPP1R3B;WWOX;L3MBTL3;HK1;AHCYL2;PDE9A;NR3C1;MAP4K3;FGD5;CCND2;GNA12;ZNRF3;ESR2;RAD51B;ABCC6;IRS2;ATP8B1;METRNL	GCST90002314	PMID:32888493	0.0
EFO_0008354	1.0	EFO_0008354	measurement	7	Cognitive performance (MTAG) [MTAG]	HSPH1;NREP;FOXN3;DUSP6;ARF5;CALN1;PTPRF;MKI67;LARGE1;CACNG7;TRPT1;SCMH1;HABP4;FARP1;FOXP1;TSHZ3;BNIP3;NEGR1;ACVR2A;MSI2;STOX2;BACE2;NME9;FOXO3;AGAP1;AP3B2;SRGAP1	GCST006570	PMID:30038396	0.0
EFO_0004713	1.0	EFO_0004713	measurement	7	Lung function (FEV1/FVC)	SFRP2;TPM1;ADK;NEXN;SSH2;CCND1;SMG6;IFITM2;SLC12A2;SLC25A33;DSP;PPP1R3B;L3MBTL3;SPRY2;FOXP1;NR3C1;BCHE;FRMD4A;TSHZ3;GNA12;SPRED2;FOXO3;ADAMTS19;FAM13A;ATP2B1;SFRP1;CTU1	GCST90025978	PMID:34226706	0.0
EFO_0004348	1.0	EFO_0004348	measurement	7	Hematocrit	PHGDH;CYP51A1;NREP;NBEAL1;SSH2;SLC25A37;SHROOM3;PPP1R3B;L3MBTL3;HK1;AHCYL2;PDE9A;FOXP1;NR3C1;MAP4K3;FGD5;FUT8;CCND2;ESR2;RAD51B;TCF7L2;ABCC6;IRS2	GCST90002308	PMID:32888493	0.0
EFO_0010125	1.0	EFO_0010125	measurement	7	Pre-treatment viral load in HIV-1 infection	CDCA7L;MAGI1;RAP1GAP2;SUGCT	GCST008758	PMID:31219150	0.0
EFO_0009931	1.0	EFO_0009931	measurement	7	Medication use (agents acting on the renin-angiotensin system)	RGL3;PLPP3;CACNB2;CMIP;FGD5;ATG7;INSR;CDK6;ATP2B1;CNNM2;ADCY9;ARHGAP42;PLCB1	GCST90018988	PMID:34594039	0.0
EFO_0007660	1.0	EFO_0007660	measurement	7	Neuroticism	TAOK3;ASCC3;SCAI;LARGE1;STAG1;XKR6;NEGR1;LNPK;SHISA9;NOS1	GCST007339	PMID:30643256	0.0
EFO_0004627	1.0	EFO_0004627	measurement	7	Insulin-like growth factor 1 levels	PCBP1;TRIM24;SOX4;PTPN13;ZNF143;PTPRF;XPC;PMAIP1;CUX2;SLC39A11;L3MBTL3;HK1;OLFM2;CMIP;IFT43;ATF7IP2;ATG7;INSR;ACVR2A;SFT2D2;GNA12;TTC3;SKIDA1;LIMD1;DLGAP1;FOXO3;NHSL1;SHMT1;DOCK3;PTEN;LAMA2;ST3GAL4;PIP4K2A;FAM184A;PDIK1L;RCL1	GCST90025989	PMID:34226706	0.0
EFO_0004309	1.0	EFO_0004309	measurement	7	Platelet count	ETV1;STEAP1B;LYN;TPM1;NREP;DSE;FHL2;SLC25A37;STON2;ITGA6;IQGAP2;WWOX;FAM107B;QPRT;GRTP1;PRC1;PDE5A;CCND2;GNA12;MSI2;PSD3;ZNF710;ABCC4;RNF145;RAD51B;IRS2;PTEN;FAM168A;KCNQ1;HDAC7;ST3GAL4;TSPOAP1;TMCC2;ARHGAP42;NUP210L;RALB	GCST90002361	PMID:32888493	0.0
EFO_0009930	1.0	EFO_0009930	measurement	7	Medication use (calcium channel blockers)	RGL3;PLPP3;CACNB2;CMIP;INSR;CDK6;PDE8A;ATP2B1;ARHGAP42;PLCB1	GCST90018987	PMID:34594039	0.0
EFO_0004339	1.0	EFO_0004339	measurement	7	Height	LARP7;ETV1;HMGA1;TPX2;NREP;PLPP3;ZNF143;ZNF423;RCN1;WWOX;PTPRG;L3MBTL3;NEDD1;CACNB2;MATN2;SPRY2;NOCT;FOXP1;NR3C1;BNIP3;INSR;ZHX2;PRICKLE1;GNA12;CSMD1;MEGF9;CRIP1;SYT17;SOBP;RAD51B;CHSY1;TCF7L2;FYN;SYTL2;AGAP1	GCST90018959	PMID:34594039	0.0
EFO_0004464	1.0	EFO_0004464	measurement	7	Vertex-wise sulcal depth	STAT1;TRIM24;ACBD6;AKAP12;TPM1;VCL;CTBP2;MSX1;FBXO16;KDM2B;ZNF423;PKM;SMG6;VCAN;NUAK1;PDSS2;NAV1;SHROOM3;DUSP16;WWOX;MAGI1;CHN2;L3MBTL3;COL26A1;FAM107B;PDZD2;KAZN;FOXP1;SLC13A3;ACVR2A;B4GALT5;TBC1D22A;CRMP1;APBB2;MAPRE2;EXOC6;DPYSL3;FOXO3;NHSL1;ADAMTS19;PDE8A;RAD51B;FAM13A;TCF7L2;COL27A1;AGAP1;CPAMD8;SFRP1;LAMA2;LAMC3;ANKS1A;OTX2	GCST90095129	PMID:34910505	0.0
EFO_0004838	1.0	EFO_0004838	measurement	7	Calcium levels	CALM1;HMGB1;KCNK6;CCND1;SLC25A37;ST6GAL1;RBM47;PPP1R3B;L3MBTL3;CAMKMT;CMIP;PCNX4;MAP4K3;CCND2;MSI2;CRIP1;ABCC6;IRS2;ATP2B1	GCST90025990	PMID:34226706	0.0
EFO_0009390	1.0	EFO_0009390	measurement	7	Sum neutrophil eosinophil counts	LYN;PLPP3;IFITM2;SPRED2;CDK6;CHSY1;LYST;TBC1D8;ABCA7;CPEB4	GCST004613	PMID:27863252	0.0
EFO_0007987	1.0	EFO_0007987	measurement	7	Granulocyte count	LYN;PLPP3;IFITM2;SPRED2;CDK6;CHSY1;LYST;TBC1D8;ABCA7;CPEB4	GCST004614	PMID:27863252	0.0
EFO_0004703	1.0	EFO_0004703	measurement	7	Menarche (age at onset)	MSH6;NREP;CTBP2;ASCC3;DZANK1;OLFM2;PHF21A;FNDC3A;NEGR1;CSMD1;PAN3;DLGAP1;FOXO3;ST3GAL3	GCST007078	PMID:30595370	0.0
EFO_0009932	1.0	EFO_0009932	measurement	7	Medication use (HMG CoA reductase inhibitors)	TCF7L2;ST3GAL4	GCST90018989	PMID:34594039	0.0
EFO_0005192	1.0	EFO_0005192	measurement	7	Red cell distribution width	HSPA8;HELLS;TAOK3;THG1L;SLC25A37;SLC12A2;MYO1D;HK1;RBL1;PRC1;INSR;GIPC2;CCND3;ID2;IRS2;AGAP1	GCST90002372	PMID:32888493	0.0
EFO_0009929	1.0	EFO_0009929	measurement	7	Medication use (beta blocking agents)	RGL3;CACNB2;CMIP;FGD5;INSR;ATP2B1;CNNM2;ARHGAP42;PLCB1	GCST90018986	PMID:34594039	0.0
EFO_0004842	1.0	EFO_0004842	measurement	7	Eosinophil counts	STEAP1B;HMGB1;CD200;SIK3;IFITM2;ST6GAL1;POU2F2;CARD11;MAP3K5;D2HGDH;IRAK2;CCND2;SPRED2;MSI2;CDK6;PDE8A;ID2;JAK1;PTEN;UBE2F-SCLY;METRNL;ARHGAP26;ARHGAP19-SLIT1;KLRG1;NDUFAF6	GCST90002302	PMID:32888493	0.0
EFO_0007985	1.0	EFO_0007985	measurement	7	Plateletcrit	ETV1;NREP;PLPP3;SMG6;SLC25A37;STON2;WWOX;HK1;STAG1;DENND2A;TESK2;HABP4;NFE2L3;QPRT;SVIL;FUT8;CCND2;GNA12;MSI2;RAB37;AK4;CDK6;PAN3;MFSD13A;VIM;ABCC4;PHLPP1;RAD51B;IRS2;MCAM;KCNQ1;HDAC7;ST3GAL4;PANK1;TSPOAP1;ARHGAP42;NUP210L;RCL1;PLCB1	GCST90002400	PMID:32888494	0.0
EFO_0007984	1.0	EFO_0007984	measurement	7	Platelet distribution width	LYN;TPM1;DSE;TTYH3;EPC1;PPP1R3B;DENND2A;HABP4;GRTP1;PRC1;VAMP8;ANKDD1A;CCND3;TCF7L1;ZNF710;FOXO3;RNF145;IRS2;TMEM17;LGALS8;ARHGEF3;ST3GAL4;ARHGAP42;NUP210L;LPP;SERPINB9;SDCCAG8;RALB;NDUFAF6;ENOX1;PLCB1	GCST90002401	PMID:32888494	0.0
EFO_0009388	1.0	EFO_0009388	measurement	7	Sum basophil neutrophil counts	LYN;PLPP3;IFITM2;SPRED2;CDK6;CHSY1;LYST;ABCA7;CPEB4	GCST004620	PMID:27863252	0.0
EFO_0007990	1.0	EFO_0007990	measurement	7	Neutrophil percentage of white cells	DUT;STEAP1B;PLPP3;SLC25A37;IFITM2;SLC12A2;PPP1R3B;CARD11;CMIP;FOXP1;NR3C1;TRAF3;SPRED2;CDK6;EXOC6;RAP1GAP2;CHSY1;LYST;NARS2;TBC1D8;HDAC7;ARHGAP42;PKIA;RCL1;PLCB1	GCST90002399	PMID:32888494	0.0
EFO_0007978	1.0	EFO_0007978	measurement	7	Red blood cell count	KIF11;PHGDH;TPX2;MCM4;NREP;SLC20A2;SSH2;PTPRF;SLC25A37;SHROOM3;PPP1R3B;WWOX;L3MBTL3;HK1;FOXP1;MAP4K3;FGD5;MDM2;CCND2;SPRED2;ZNRF3;ESR2;RAD51B;ID2;TCF7L2;ABCC6;IRS2;AGAP1;PTEN;ATP8B1;DDX58	GCST90002367	PMID:32888493	0.0
EFO_0004980	1.0	EFO_0004980	measurement	7	Appendicular lean mass	LARP7;PHGDH;HMGA1;SLC20A2;PTPN13;SSH2;MAP2K6;SMG6;VCAN;FHL2;SLC12A2;SLC25A33;SHROOM3;SASH1;PDE1A;WWOX;PTPRG;L3MBTL3;DENND2A;SCMH1;COL1A2;CACNA1A;CMIP;FOXP1;SPATA17;ZHX2;CCND2;GNA12;SPRED2;CRMP1;EFHC1;CCND3;RNF135;SYT17;PCOLCE2;ZFHX4;FOXO3;RAD51B;CHSY1;SEC24D;SFRP1;LAMA2;MPP7;CCDC146;ADCY9;HDAC7;IL17RD;KDM4C;ARHGAP26;ARHGAP42;USP53;KLRG1;FER1L5;SDCCAG8;FST;FAM184A;ZBTB42;CYBRD1;PRKCA;GLI3	GCST90000025	PMID:33097823	0.0
EFO_0004343	1.0	EFO_0004343	measurement	7	Waist-hip ratio	POU5F1B;HMGB1;RNF157;DUSP6;ZNF423;SMG6;CMIP;LIMD2;NEGR1;TBC1D22A;IQCH;TRIM66;FOXO3	GCST008996	PMID:30239722	0.0
EFO_0004340	1.0	EFO_0004340	measurement	7	Body mass index	HMGB1;SOX2;ZCCHC7;ADK;DUSP6;ASCC3;SSH2;CCND1;CALN1;SMG6;RCN1;SLC25A37;PRKCB;L3MBTL3;NEDD1;CACNB2;CARD11;CAMKMT;XXYLT1;SALL4;XKR6;TNRC6C;LIMD2;TRAF3;NEGR1;BACE2;BACH1;TRIM66;FOXO3;TCF7L2;AGAP1;EHBP1;CLVS1;ADCY9	GCST009004	PMID:30239722	0.0
EFO_0005090	1.0	EFO_0005090	measurement	7	Basophil count	RCN1;IFITM2;ACVR2A;SPRED2;CDK6;CHSY1;LYST;PTEN	GCST90002296	PMID:32888493	0.0
EFO_0007992	1.0	EFO_0007992	measurement	7	Basophil percentage of white cells	MCM4;RAB31;L3MBTL3;ACVR2A;SPRED2;CDK6;ID2;LYST;DAP	GCST90002380	PMID:32888494	0.0
EFO_0006340	1.0	EFO_0006340	measurement	7	Mean arterial pressure	RGL3;ZNF423;SMG6;SLC25A37;EFR3B;PDE1A;HLCS;CACNB2;CMIP;TSHZ3;SLCO4C1;INSR;ATP2B1;HDAC7;RHBDL3;ITGB5;ARHGAP42;PRKCA;CPEB4	GCST90018963	PMID:34594039	0.0
